"","TCGA-B6-A0RL-01A-11R-A084-07","TCGA-A2-A0T0-01A-22R-A084-07","TCGA-BH-A18U-01A-21R-A12D-07","TCGA-E2-A15M-11A-22R-A12D-07","TCGA-BH-A0DG-01A-21R-A12P-07","TCGA-E2-A1BC-11A-32R-A12P-07","TCGA-C8-A138-01A-11R-A115-07","TCGA-BH-A0DT-01A-21R-A12D-07","TCGA-A2-A0D4-01A-11R-A00Z-07","TCGA-BH-A0HW-01A-11R-A034-07","TCGA-A2-A0T7-01A-21R-A084-07","TCGA-AR-A1AV-01A-21R-A12P-07","TCGA-BH-A0H9-01A-11R-A056-07","TCGA-BH-A0BL-01A-11R-A115-07","TCGA-AO-A0J2-01A-11R-A034-07","TCGA-A2-A0CT-01A-31R-A056-07","TCGA-BH-A1EV-01A-11R-A137-07","TCGA-BH-A18P-01A-11R-A12D-07","TCGA-BH-A0DD-01A-31R-A12P-07","TCGA-A2-A04N-01A-11R-A115-07","TCGA-B6-A0RE-01A-11R-A056-07","TCGA-B6-A0WY-01A-11R-A109-07","TCGA-AR-A1AT-01A-11R-A12P-07","TCGA-C8-A12L-01A-11R-A115-07","TCGA-A8-A086-01A-11R-A00Z-07","TCGA-A2-A0YK-01A-22R-A109-07","TCGA-A2-A0CL-01A-11R-A115-07","TCGA-BH-A0H5-11A-62R-A115-07","TCGA-A2-A04R-01A-41R-A109-07","TCGA-BH-A0DV-11A-22R-A12P-07","TCGA-BH-A0HP-01A-12R-A084-07","TCGA-A2-A0SU-01A-11R-A084-07","TCGA-B6-A0WS-01A-11R-A115-07","TCGA-BH-A0B5-11A-23R-A12P-07","TCGA-C8-A12Q-01A-11R-A115-07","TCGA-A8-A083-01A-21R-A00Z-07","TCGA-BH-A0E0-11A-13R-A089-07","TCGA-AR-A0TS-01A-11R-A115-07","TCGA-A2-A0EM-01A-11R-A034-07","TCGA-BH-A18M-11A-33R-A12D-07"
"TRAF2","0.303666666666667","-0.78","0.0463333333333333","-1.79683333333333","-0.449","-1.23983333333333","0.329666666666667","-0.249","0.2575","-0.173666666666667","-0.423166666666667","-0.035","-0.191666666666667","-0.378","-0.4525","-0.684","-0.117333333333333","-0.059","-1.0885","-1.23216666666667","-0.182166666666667","-0.1265","0.367833333333333","-0.313833333333333","0.0351666666666667","-0.5455","-0.382833333333333","-0.8035","-0.807666666666667","-0.0335","-0.539833333333333","-0.317","0.256333333333333","-1.165","-0.738166666666667","0.161833333333333","-1.34466666666667","-0.036","-0.5185","-1.08416666666667"
"MGC10981","-4.153","-3.799","-4.41266666666667","-4.42283333333333","-3.97483333333333","-4.14716666666667","-3.7765","-3.67333333333333","-3.46366666666667","-4.17566666666667","-4.45933333333333","-1.98916666666667","-4.567","0.210666666666667","2.466","-4.257","-4.25716666666667","-3.80916666666667","-3.30733333333333","-3.42633333333333","1.59116666666667","-3.93316666666667","-3.2645","2.531","-3.689","-4.222","-3.69133333333333","-3.63583333333333","-3.65116666666667","-3.83033333333333","-4.197","-3.61233333333333","-4.52616666666667","-3.81333333333333","-3.59083333333333","-4.15866666666667","-4.5995","-3.796","-3.61633333333333","-4.95066666666667"
"NUPR1","-0.218","2.17233333333333","2.48133333333333","2.85083333333333","1.57016666666667","2.45133333333333","1.981","2.09216666666667","0.808666666666667","1.33433333333333","2.45466666666667","1.92083333333333","1.707","1.95566666666667","2.49033333333333","0.29","2.5035","2.0105","1.7885","2.42633333333333","0.995333333333333","2.92483333333333","1.9075","1.81666666666667","2.59033333333333","2.03266666666667","1.445","2.24833333333333","1.9555","1.96183333333333","2.21033333333333","2.185","2.6","2.7405","2.29466666666667","1.8065","2.24266666666667","1.4325","1.72733333333333","2.448"
"CCND3","-1.21764285714286","-0.911071428571429","-0.832857142857143","-0.0194285714285714","-1.40542857142857","-0.491428571428571","-0.248142857142857","-1.11921428571429","-0.618928571428571","-1.08485714285714","-0.794142857142857","-0.895642857142857","0.288857142857143","-0.949","-0.243142857142857","-1.181","-0.923642857142857","-0.7745","-1.66078571428571","-1.53057142857143","-0.614285714285714","-0.0992857142857143","-0.253928571428571","-1.71007142857143","-0.987642857142857","-0.133071428571429","-0.301571428571429","-0.388428571428571","-0.962285714285714","-0.474357142857143","-0.523857142857143","-0.456","-0.780071428571429","-0.501428571428571","-0.840571428571428","-0.386285714285714","-0.908714285714286","-0.287714285714286","-0.495214285714286","-0.272571428571429"
"S100A4","-2.5575","0.6755","-1.009","0.947","-0.0495","1.17075","-0.04625","-0.79325","-2.127","-2.245","-0.59225","0.09825","-1.70275","0.76175","-1.50825","-1.81525","-0.52625","-1.33475","-1.5","-0.41575","-1.27875","-1.0665","-0.93975","-0.585","0.6115","0.108","0.10825","-0.98225","-1.19825","-0.971","-1.08175","-0.92425","-0.33075","0.634","0.6455","-2.0565","-1.095","1.798","-0.61825","0.46325"
"UNQ473","2.12116666666667","3.025","3.68533333333333","1.023","1.87516666666667","-1.019","3.9065","3.58266666666667","0.314166666666667","-0.277666666666667","2.5505","3.10533333333333","3.5075","2.99066666666667","3.76583333333333","1.55216666666667","3.61566666666667","3.7835","2.859","2.72966666666667","3.355","1.63833333333333","3.207","2.431","1.23533333333333","3.04116666666667","0.982166666666667","2.193","0.674666666666667","2.39016666666667","2.17616666666667","3.48966666666667","-0.128166666666667","-0.448","3.4305","0.628166666666667","1.9195","-0.424333333333333","-0.472833333333333","1.45116666666667"
"MMS19","-1.201625","-0.69675","-0.836625","-1.504875","-0.355375","-0.517625","-0.719125","-0.26975","-0.898375","-0.65925","-0.35525","0.1435","-0.321875","-0.476125","-1.778625","-0.709625","-0.23725","-0.274875","-1.163875","-0.97525","-0.0165","-0.492875","0.137125","-0.81925","-0.180625","-0.60425","-0.734","-0.20925","0.0715","0.073375","-0.19875","-0.36275","-0.08475","-0.163875","-0.34875","-0.48125","-0.6645","-0.296625","-0.607625","-0.687375"
"APPBP2","-0.641","-0.912285714285714","-0.678857142857143","-0.644428571428571","1.82464285714286","-0.110142857142857","-1.4595","-0.277714285714286","-0.252214285714286","0.539428571428571","-0.0967857142857143","-0.828","-0.528","-1.07285714285714","-1.07657142857143","0.0477857142857143","-0.716357142857143","-0.933","-0.0391428571428572","-0.941928571428571","-0.805285714285714","-0.896071428571429","-0.344214285714286","-1.0785","-0.685714285714286","-0.990214285714286","-0.995214285714286","-0.207","0.127714285714286","-0.688071428571429","-0.726785714285714","0.181785714285714","-0.708785714285714","-0.158857142857143","-0.3075","-0.565285714285714","-0.00600000000000002","-1.22885714285714","-0.527285714285714","-0.431"
"COL17A1","-2.9763","-3.3731","-2.6288","4.1","1.2463","-3.2668","2.4666","2.7903","-1.0243","-2.6826","3.0985","-1.2804","0.493","0.9435","-3.0677","-0.1477","-2.3672","0.00190000000000001","-3.028","0.278","0.0434","3.6974","-2.1071","0.6409","0.3236","2.7746","0.3852","4.0607","0.2113","4.1744","2.6395","1.3111","0.7166","-2.2455","0.7714","-3.1867","3.7854","-1.8006","1.9583","3.7627"
"TXNDC5","-1.577125","-0.01025","-1.563","0.249125","-0.654875","-0.58975","-0.518375","-0.447125","-1.387625","-1.5335","-0.630875","1.09225","-0.827125","0.155125","-1.4415","-1.3285","-0.4695","-0.45825","-1.2255","-0.994","-0.489125","-1.244","-0.485625","-0.805375","-1.190375","-0.103375","-0.582","-1.29175","-0.94725","-0.787125","-0.786125","-1.0875","-0.607","-0.625375","0.189125","-1.63725","-1.01875","0.383625","-1.302625","-0.905375"
"LSDP5","1.279625","0.909625","1.856875","0.497375","0.57525","3.55625","1.439125","2.419","1.61725","-1.064375","1.153375","2.675375","1.7055","0.590875","1.191875","0.75475","1.550375","1.595625","2.571375","1.991375","-0.760875","0.70625","1.98275","-0.37725","1.412","1.022625","0.592625","0.787","1.45475","0.147375","0.2805","2.35375","0.588125","3.854","-0.26275","2.1735","1.16625","-0.03225","1.736875","1.084"
"ETV3","0.1445","0.0855","0.0915","0.047","-0.0795","-0.2385","-0.0305","-0.8575","0.1985","-0.4235","-0.3665","-0.726","-0.1095","0.0015","0.1665","0.0975","-1.151","-0.248","-0.0335","0.0165","0.575","-0.634","-0.0585","-0.163","0.2","-0.0215","0.6515","0.6015","0.1295","-0.2355","-0.0025","-0.143","-0.5045","-0.547","-0.602","0.227","-0.133","-0.3255","0.2055","0.2835"
"FGF19","-2.189","-2.28425","-3.21575","-0.8355","-3.24925","-2.88175","-1.12475","-2.90575","-2.252","-3.006","-1.572","-1.97225","-2.11875","-2.28125","-1.573","-2.25875","-2.41175","-1.80875","-0.43425","-1.84975","-2.20675","-1.4745","-1.285","-1.80175","-1.528","-2.3875","-2.801","-2.0625","-2.71325","-0.68125","-2.08675","-1.401","-2.2505","-2.57825","-2.61775","-2.7775","-2.203","-2.0305","-1.858","-0.995"
"ZNF205","0.763","0.934","-0.267166666666667","-1.24883333333333","0.945166666666667","1.00383333333333","1.76133333333333","0.355833333333333","1.13116666666667","0.309","-0.319833333333333","0.5625","1.00866666666667","0.177166666666667","0.874","0.303666666666667","0.58","1.071","-0.589666666666667","-1.0015","0.6665","1.336","1.52933333333333","-1.14516666666667","1.1035","0.312833333333333","-0.663166666666667","0.545333333333333","1.6675","1.70266666666667","0.5195","1.32583333333333","1.5115","1.278","0.365","1.0135","-0.188333333333333","0.82","0.9505","0.853666666666667"
"OR4K17","0.324833333333333","0.171166666666667","-0.292666666666667","0.044","0.520166666666667","0.092","-0.089","0.121","0.2255","0.286166666666667","0.108666666666667","0.556333333333333","0.699666666666667","0.0953333333333333","0.188333333333333","0.336833333333333","0.401166666666667","0.424166666666667","0.8135","0.2455","-0.0585","-0.142333333333333","0.246333333333333","0.227666666666667","0.4395","0.394166666666667","0.189833333333333","0.2875","0.106","0.389","0.1685","0.259833333333333","0.655166666666667","0.618666666666667","0.238333333333333","0.162","0.181","-0.0405","-0.122166666666667","-0.9552"
"SLC10A3","-0.601","0.2575","-0.4095","-0.1115","0.07375","0.21575","0.15825","-0.02275","-0.54975","-0.75975","0.3695","-0.2465","-0.15525","0.1985","1.07825","-0.3055","1.123","-0.2465","-0.718","-0.8435","0.74225","0.125","0.37","0.9465","-0.05425","0.33075","0.0035","-0.2465","-0.02475","-0.22975","0.686","0.38575","0.134","0.331","1.1325","-0.54525","-0.7385","1.73925","0.126","-0.04325"
"FLJ21075","-2.5575","0.072","-2.316","-1.317","-2.363","-1.7045","-0.905","-2.302","-1.224","-2.578","-1.166","-2.7365","-1.2635","-1.8605","-3.629","-1.5275","-2.603","-3.534","-1.472","-1.4","-2.235","-3.292","-1.1215","-1.0595","-1.2235","-1.1475","-1.95","0.132","-1.728","-1.01","-1.892","-0.786","-1.198","-1.532","-2.148","-1.571","-0.779","-1.9745","-1.507","0.1525"
"POLR3H","-0.558307692307692","1.06671428571429","0.915214285714286","-0.350142857142857","0.0999285714285714","0.906642857142857","-0.506571428571429","0.131071428571429","0.134357142857143","0.866642857142857","0.0246428571428572","-0.261642857142857","0.450285714285714","-0.106642857142857","0.5","0.324285714285714","0.170714285714286","0.342285714285714","-0.176928571428571","-0.588428571428572","0.668857142857143","0.418928571428571","0.721214285714286","0.173071428571429","0.804285714285714","0.291214285714286","0.731142857142857","-0.368785714285714","-0.134","0.531928571428571","0.223142857142857","-0.436142857142857","0.7855","0.947357142857143","0.166","-0.0671428571428571","0.0397142857142857","-0.405285714285714","0.204714285714286","0.2345"
"HSPD1","1.4802","-0.4808","-0.2394","-0.5981","-1.2526","-1.088","-1.1524","-0.957","-0.1854","-1.0243","-1.1125","-1.2577","-0.415","-0.5987","-0.6797","-0.2437","-1.3358","-1.2303","0.2686","-0.0712","-0.3872","-1.1588","-1.0139","0.619","-0.8893","-1.3138","-0.8367","-1.5195","-0.4785","-1.1417","-0.9716","-0.7724","-1.4215","-0.3954","-0.6627","-0.7741","-0.9355","-1.4379","-1.0124","-1.3848"
"TSTA3","0.309833333333333","1.11233333333333","0.5615","-0.352666666666667","1.284","-0.465","2.585","0.884333333333333","2.39533333333333","0.199","1.658","0.901333333333333","0.9385","1.11533333333333","0.743833333333333","0.553833333333333","2.05516666666667","0.7545","0.289333333333333","0.0755","1.58533333333333","1.13783333333333","2.26183333333333","1.31833333333333","1.4845","1.53716666666667","0.722833333333333","-0.610333333333333","1.28383333333333","0.196833333333333","1.403","0.0851666666666667","1.119","0.595166666666667","1.94433333333333","0.4205","0.242666666666667","1.3585","1.15833333333333","0.289"
"C20orf23","1.36541666666667","1.40425","1.97891666666667","1.56441666666667","2.84841666666667","1.03725","2.78366666666667","1.832","3.65875","1.43483333333333","1.40516666666667","0.0719166666666667","2.33166666666667","1.52891666666667","1.30625","4.2885","2.13991666666667","3.05833333333333","3.15216666666667","2.34341666666667","1.72583333333333","2.5275","1.38625","1.85133333333333","2.2405","1.77625","2.05275","2.11016666666667","3.28025","0.848166666666667","1.52391666666667","1.61391666666667","2.39325","-0.04475","2.70391666666667","3.45183333333333","3.07883333333333","0.158416666666667","2.94808333333333","0.926083333333333"
"TP53INP1","0.567875","0.519125","0.694125","0.806125","1.939375","0.134375","1.427","2.3605","1.900875","1.833625","2.563375","2.516125","1.439","0.552875","0.383125","2.166","1.722","2.461625","1.091125","2.504875","0.013625","1.031375","2.0795","0.36625","1.93475","1.53325","0.817125","0.590875","1.53175","-0.03875","2.032625","1.444875","1.61925","0.3085","1.44675","2.050125","1.690375","0.928875","1.091125","0.949375"
"LAMB3","-2.1757","-2.6244","-1.9117","1.9939","0.4521","0.897","0.5525","1.4609","-1.8535","-2.0434","1.4076","-1.9205","-0.4512","2.1366","-0.731","-2.1528","-0.2303","0.2065","-1.7248","-1.3579","0.1909","2.3973","-0.8531","1.6829","-0.3831","0.9677","-0.8839","2.5869","-0.2717","3.085","1.5072","0.265","-0.6473","-1.172","0.9269","-1.6847","2.4072","1.7051","0.7218","2.2254"
"OR1E2","0.348","0.5785","0.577","0.573","0.316","1.2155","0.87","0.726","0.6775","0.076","0.475","2.3795","0.013","0.421","0.7285","0.3725","0.3605","0.54","0.3715","0.3925","0.198","0.5665","0.632","0.194","0.722","0.952","0.2","0.304","0.671","0.417","0.7435","0.6255","0.3705","1.0005","0.543","0.8105","0.395","0.4625","0.324","0.4885"
"TDRD7","0.86275","-0.31425","0.5365","0.69925","0.494","0.0825","-0.16975","0.89075","1.2205","0.6855","0.01325","0.91475","0.481","0.096","1.6745","0.05375","-0.484","0.6725","1.5755","0.96225","-0.36725","1.1375","0.62875","0.074","0.3895","0.10475","0.9205","-0.162","0.04525","-0.35575","0.329","0.908","0.90675","0.46275","-0.3095","0.99675","0.2205","0.5555","0.09975","0.25375"
"MLN","-0.1638","-0.2693","-0.9174","-1.27711111111111","-1.0927","-0.552","-0.6512","-0.8235","-0.7495","-0.3383","-0.4403","-0.7308","-0.9324","-0.6637","-0.4348","-0.3985","-0.4156","-0.392","-0.6859","-0.5604","-0.4264","-0.452","0.0902","-0.6089","-0.2409","-0.593","-0.679","-0.4514","-0.3516","-0.9659","-0.159","-0.5909","-0.2587","-0.6277","-0.3996","-0.7766","-0.3276","-0.4774","-0.806333333333333","-0.0366666666666667"
"XPNPEP1","-1.39075","0.065875","0.0285","-0.243875","-0.27875","-0.07","0.310125","-0.53875","-0.616375","-0.756875","0.495875","0.305875","-0.23875","0.22375","-1.004125","-0.36725","0.790875","0.37975","-0.266875","-0.784125","0.230375","0.1175","0.04075","-0.62525","-0.263","0.20075","-0.05025","-0.093375","0.020875","0.7135","-0.27675","-0.22225","-0.1845","0.350375","-0.128875","-0.486","-0.55475","-0.00825","0.03425","0.348375"
"LRRC48","3.69933333333333","0.2205","3.3855","1.94616666666667","0.986","0.0951666666666667","4.78516666666667","3.9205","2.22033333333333","2.88466666666667","2.3715","2.1135","3.448","0.00833333333333333","0.901666666666667","2.01633333333333","4.38083333333333","0.990166666666667","1.1735","2.9765","-0.2125","2.604","1.9075","0.0136666666666667","1.55616666666667","1.9745","0.8565","2.24766666666667","0.888333333333333","2.72983333333333","2.78616666666667","3.71283333333333","2.10416666666667","0.0496666666666667","1.39283333333333","4.04283333333333","3.62966666666667","0.368666666666667","3.18133333333333","2.142"
"HSD3B2","0.314","0.2525","0.3815","0.0435","0.287","0.2025","0.289","-0.1095","-0.3815","0.3355","-0.033","0.32","0.4","0.1135","0.3685","0.093","-0.061","0.263","0.1025","0.354","-0.1565","-0.1195","0.4445","0.3405","0.057","0.287","-0.1725","0.384","-0.22","-0.39","0.225","-0.0755","-0.1525","0.088","0.2605","-0.337","-0.2345","0.1875","-0.482","-0.58"
"PCSK9","-4.2422","-3.25083333333333","-4.09266666666667","-3.55425","-3.47033333333333","-3.73383333333333","-2.78683333333333","-2.65116666666667","-3.1635","-2.75216666666667","-4.00566666666667","-4.88966666666667","-4.43483333333333","-2.451","-2.08233333333333","-3.4025","-3.3955","-3.6845","-3.85233333333333","-2.2885","-3.50966666666667","-3.017","-3.23533333333333","-2.07533333333333","-2.9394","-3.15233333333333","-3.50833333333333","-3.24666666666667","-3.54466666666667","-3.35466666666667","-3.85933333333333","-2.89166666666667","-3.39416666666667","-3.14283333333333","-1.592","-2.78433333333333","-3.967","-3.42416666666667","-2.67716666666667","-3.3945"
"DHDDS","-0.00192857142857142","-0.530857142857143","0.0655714285714286","-0.0576428571428572","-0.217571428571429","1.93107142857143","-0.453571428571429","-0.1515","-0.00707142857142857","-0.193285714285714","-0.0722142857142857","0.0640714285714286","-0.149928571428571","-0.0952857142857143","0.194357142857143","-0.411571428571429","-0.115428571428571","-0.175142857142857","-0.843714285714286","-0.408714285714286","0.0564285714285714","-0.159142857142857","-0.367571428571429","-0.399642857142857","-0.0668571428571429","0.3235","0.0763571428571429","-0.00235714285714285","-0.617642857142857","-0.0231428571428571","0.44","-0.228857142857143","0.320642857142857","1.56464285714286","0.534928571428571","0.146714285714286","0.110071428571429","0.092","-0.180642857142857","0.588071428571428"
"PKP2","2.008","0.6695","-0.3545","0.196","-1.245","-0.049","0.0105","-0.2535","-0.00699999999999999","-1.0895","0.3015","-1.9235","1.211","1.671","2.35","2.188","1.24","-0.571","0.362","1.6025","1.207","0.349","0.155","1.792","-0.3305","0.228","-0.117","0.948","1.749","0.731","0.3345","0.767","-1.233","1.7485","0.3695","1.2265","1.5175","-0.1705","1.2545","0.4045"
"USH1G","0.604","-0.0295","0.4015","-0.528","-0.0415","-0.54","0.6865","-0.028","-0.257","-0.015","0.225","0.039","0.14","0.018","0.2155","0.9495","-0.5125","0.2295","0.1785","-0.191","0.0115","0.0405","0.487","0.1975","0.4555","-0.5495","0.74","-0.101","-0.306","-0.3215","-0.289","0.0305","0.4055","-0.2035","0.044","0.099","-0.0335","0.273","-0.1645","0.2725"
"GMCL1","0.692166666666667","0.0661666666666667","0.76","-0.5515","-0.409","0.107833333333333","-0.470833333333333","0.336","-0.687","-0.0596666666666667","0.084","0.291333333333333","0.260666666666667","0.160166666666667","-0.388333333333333","0.467","0.411","0.164166666666667","0.405166666666667","-0.0466666666666667","0.0935","-0.775666666666667","-0.216166666666667","0.792666666666667","-0.451","-0.134833333333333","0.107333333333333","-0.5545","-0.778166666666667","-0.888666666666667","0.132833333333333","0.0358333333333333","-0.445333333333333","1.44216666666667","0.81","0.425333333333333","0.534833333333333","0.00316666666666665","0.348","-0.753666666666667"
"C17orf56","-0.139","0.27475","-0.75225","-1.84875","-0.12","-0.743","-0.82775","-0.39925","-0.74975","0.562","-0.52925","0.065","-0.7235","-0.7045","-0.19775","-1.061","-1.385","-0.70525","-1.19675","-1.41","-0.16975","-0.99375","-0.6865","0.09425","-1.25625","-0.72725","-0.5425","-0.42175","0.14075","-0.357","-1.50425","-0.75925","-0.5065","-0.99175","-0.807","-0.995","-1.1605","-0.28825","-0.78825","-1.0235"
"NUDCD2","-0.29875","0.22725","0.85525","0.3605","-0.1955","-0.051875","-1.235625","0.526875","-0.7465","0.1205","-0.52325","-0.541625","-0.43325","-0.15","0.671","0.1215","-0.318","-0.682375","0.090625","0.21","-0.766625","-0.4095","-0.58675","0.187125","0.058375","-1.150875","-0.294125","-0.646625","-0.373","-0.536375","-0.445875","-0.713875","-0.163625","0.299","0.186625","0.274375","-0.293375","-0.13125","-0.1535","-0.333875"
"SEC14L5","-0.772666666666667","0.11","0.212666666666667","0.318666666666667","-0.695166666666667","0.822","0.811166666666667","-1.016","-0.0941666666666667","-0.140666666666667","-0.399333333333333","0.512833333333333","-1.2625","-0.409","-0.703","-0.571333333333333","1.10716666666667","-0.782","-1.16316666666667","0.165833333333333","1.56166666666667","1.13333333333333","0.038","-0.377166666666667","0.108166666666667","0.264166666666667","-1.1685","-0.082","-1.15866666666667","-0.582833333333333","-0.416666666666667","-0.1176","-0.125333333333333","0.463833333333333","-0.653666666666667","-0.894333333333333","-0.0025","0.495833333333333","-0.0756666666666667","0.2375"
"LOC253970","0.2975","0.7235","0.6315","0.707333333333333","-0.4815","0.13175","0.12075","0.7495","0.4515","0.85175","0.12325","0.483","0.36","-0.18025","0.33675","0.2745","0.0632499999999999","0.3725","0.34825","0.47525","-0.02875","0.19775","-0.014","0.0005","0.3865","-0.047","0.1005","0.50575","0.2575","0.25","0.56575","0.45075","0.398","0.449","0.0765","-0.2975","-0.2395","0.76575","1.0205","0.6025"
"C22orf31","1.015","-0.0675","1.46","1.304","0.2545","-0.0455","0.7125","0.719","0.092","0.9285","0.1175","1.3535","-0.128","0.9465","0.979","-0.024","-0.2615","-0.3125","0.7645","0.7985","0.1305","-0.00199999999999999","-0.401","0.2605","-0.6155","0.576","0.4045","2.9835","0.165","0.4085","-0.216","0.3845","-0.039","1.4555","1.868","-0.0385","0.9035","0.46","0.207","1.3335"
"FKSG43","-0.16725","0.37375","0.385","0.21825","0.16525","0.37425","0.00125","0.04975","0.888","-0.03725","0.39775","0.10575","0.88875","-0.19325","-0.031","0.4185","0.4725","0.04575","0.5165","-0.48775","0.9095","0.0525","0.581","-0.000750000000000001","-0.0255","0.457","-0.3305","0.6225","0.06225","0.62025","0.47475","0.12175","0.08575","0.476","0.05375","0.77425","-0.2835","0.25525","-0.191","0.417"
"MGC157906","0.0945","0.2945","0.82","0.3015","0.583","0.653","0.884","-0.244","0.6365","0.5035","1.03","0.9535","0.4825","0.6095","0.3235","0.7735","0.754","1.1435","0.722","-0.107","0.3355","0.7405","1.192","0.4405","0.618","0.479","0.637","-0.293","0.366","-0.2405","0.8635","0.4485","0.5645","0.423","0.767","0.527","0.399","0.4215","0.0015","-0.4645"
"IL10","0.317333333333333","0.693","1.6325","0.7375","1.39933333333333","1.67033333333333","1.023","0.574833333333333","0.1765","0.651166666666667","1.40983333333333","2.61666666666667","0.441833333333333","1.3205","0.799","0.921166666666667","1.31733333333333","0.543166666666667","1.75583333333333","0.8315","0.3395","0.828833333333333","0.7625","0.683","0.364166666666667","2.20766666666667","2.3915","0.635833333333333","0.417166666666667","-0.2995","1.01016666666667","0.654166666666667","1.22183333333333","1.91683333333333","1.58616666666667","0.785833333333333","0.4075","1.45166666666667","0.268666666666667","1.13383333333333"
"VDAC3","1.984875","-0.049","-0.597375","-0.307375","-0.447375","-0.27775","-0.471875","-0.5415","1.048125","1.03225","-0.515375","-0.977125","-0.34575","-0.595625","0.481375","0.8075","0.265","-0.571875","-0.165125","0.015875","0.78175","-1.109125","0.639125","-0.07125","1.401375","-0.694","-0.819375","-0.61025","-0.067","-0.53725","-0.18275","-0.45825","3.177","-0.531","-0.48425","-0.3985","-0.43175","-0.12925","-0.73175","0.033625"
"IGSF9","0.31425","1.9085","1.19275","0.058","2.957","-2.57325","2.171","2.059","2.435","1.15075","2.3245","1.8495","3.075","2.2385","2.174","1.85575","2.85825","2.733","2.145","1.28275","2.71425","2.531","2.88075","2.4845","0.944","2.2335","1.638","1.1995","2.8965","1.068","2.69275","1.3645","1.9665","-1.607","2.38025","2.12275","1.81825","2.16275","2.8065","0.5185"
"FAM116A","0.46425","-0.05575","0.8045","0.97925","-0.57025","-0.30275","0.3045","0.6155","-0.43775","0.135","0.67125","0.09725","0.3345","-0.2005","0.1495","-0.75375","-0.17575","-0.217","0.45175","0.44225","0.586","0.106","-0.30975","0.1195","-0.039","0.407","-0.4755","0.65575","0.60475","0.45875","0.162","0.12725","-0.74325","0.02675","-0.72125","0.251","0.235","1.24125","0.17825","0.508"
"FAM133A","-3.773375","-2.916","-0.497125","-1.280625","-1.977125","-2.146","-1.2255","-2.269","-2.379625","-4.080375","-1.928375","-3.429375","-3.088625","-2.603875","-3.00842857142857","-1.76","-1.51225","-2.17925","-2.29775","0.041375","-2.5645","-1.68225","-2.421125","-3.53957142857143","-1.867625","-2.15025","-2.962625","-1.7515","-2.5305","-2.26525","-1.92825","-1.7095","-1.863625","-3.13857142857143","-2.518","-4.475125","-2.184375","-3.484625","-2.02275","-2.286625"
