"","TCGA-B6-A0RL-01A-11R-A084-07","TCGA-A2-A0T0-01A-22R-A084-07","TCGA-BH-A18U-01A-21R-A12D-07","TCGA-E2-A15M-11A-22R-A12D-07","TCGA-BH-A0DG-01A-21R-A12P-07","TCGA-E2-A1BC-11A-32R-A12P-07","TCGA-C8-A138-01A-11R-A115-07","TCGA-BH-A0DT-01A-21R-A12D-07","TCGA-A2-A0D4-01A-11R-A00Z-07","TCGA-BH-A0HW-01A-11R-A034-07","TCGA-A2-A0T7-01A-21R-A084-07","TCGA-AR-A1AV-01A-21R-A12P-07","TCGA-BH-A0H9-01A-11R-A056-07","TCGA-BH-A0BL-01A-11R-A115-07","TCGA-AO-A0J2-01A-11R-A034-07","TCGA-A2-A0CT-01A-31R-A056-07","TCGA-BH-A1EV-01A-11R-A137-07","TCGA-BH-A18P-01A-11R-A12D-07","TCGA-BH-A0DD-01A-31R-A12P-07","TCGA-A2-A04N-01A-11R-A115-07","TCGA-B6-A0RE-01A-11R-A056-07","TCGA-B6-A0WY-01A-11R-A109-07","TCGA-AR-A1AT-01A-11R-A12P-07","TCGA-C8-A12L-01A-11R-A115-07","TCGA-A8-A086-01A-11R-A00Z-07","TCGA-A2-A0YK-01A-22R-A109-07","TCGA-A2-A0CL-01A-11R-A115-07","TCGA-BH-A0H5-11A-62R-A115-07","TCGA-A2-A04R-01A-41R-A109-07","TCGA-BH-A0DV-11A-22R-A12P-07","TCGA-BH-A0HP-01A-12R-A084-07","TCGA-A2-A0SU-01A-11R-A084-07","TCGA-B6-A0WS-01A-11R-A115-07","TCGA-BH-A0B5-11A-23R-A12P-07","TCGA-C8-A12Q-01A-11R-A115-07","TCGA-A8-A083-01A-21R-A00Z-07","TCGA-BH-A0E0-11A-13R-A089-07","TCGA-AR-A0TS-01A-11R-A115-07","TCGA-A2-A0EM-01A-11R-A034-07","TCGA-BH-A18M-11A-33R-A12D-07"
"TLX1","-0.373","1.64233333333333","0.879333333333333","-0.334666666666667","-0.315833333333333","-0.628333333333333","0.1655","-0.432166666666667","0.325666666666667","-0.576666666666667","-0.430833333333333","-0.673","-0.00716666666666665","0.190666666666667","1.99383333333333","0.0383333333333333","-0.279833333333333","-0.00333333333333332","-0.049","-0.444833333333333","0.311666666666667","0.0896666666666667","0.251833333333333","-0.153","0.164666666666667","-0.573833333333333","-0.636333333333333","0.0515","-0.238166666666667","0.2375","-0.309333333333333","0.00266666666666667","-0.239","0.320666666666667","-0.449333333333333","-0.374833333333333","-0.220333333333333","0.399333333333333","0.466","-0.0611666666666666"
"NF2","-1.06915","-0.04725","-0.63455","-0.910052631578947","-0.4545","0.12665","-0.64545","-0.55035","-0.5344","-1.0601","-0.3548","-0.7249","-0.6076","-0.37435","0.51455","-0.3296","-0.1209","0.0491","-1.25725","-1.151","0.34375","-0.5938","0.00570000000000001","-0.5147","-0.64685","-0.35575","-0.2735","-0.74745","-0.5563","-0.3826","-0.4536","-1.0345","-0.1997","-0.5265","-0.27445","0.11375","-0.43755","-0.1795","-0.1004","-0.63155"
"WNK2","-0.318625","0.258125","-0.778375","-0.9238","-0.5875","-0.923625","-0.506875","-0.533625","-0.45325","-0.63575","0.413","-0.7965","0.663125","0.71875","0.09075","-0.8465","0.116875","0.596625","-0.611714285714286","-1.238125","0.5615","-0.174125","0.492125","-0.642","-0.058375","0.06775","-0.548","-0.193125","-0.560375","1.208375","-0.46975","-0.629875","0.05525","-0.94475","-0.725375","0.85875","-0.340625","-0.00725","-0.139714285714286","-0.45275"
"KRT28","0.1475","0.6555","0.4915","0.4255","0.2695","0.233","0.271","0.533","0.2915","0.6745","-0.164","-0.167","-0.109","0.1585","0.1605","0.7025","0.1165","0.381","0.781","0.959","0.509","0.3325","0.335","-0.151","0.099","0.894","0.223","0.6455","0.549","0.0905","0.332","0.748","0.203","0.2755","0.402","-0.003","0.579","0.0245","-0.364","0.3065"
"OR51B4","-0.426","-1.65375","-0.74625","0.37425","-1.516","-1.73275","-0.935","-2.1795","-0.3945","-0.66075","-1.122","-2.84875","-0.665","-1.21125","-1.3255","-1.2205","-2.767","-1.3255","-1.97125","-0.992","-1.8555","-1.06","-0.8505","-0.96725","-0.33","-1.085","-1.48425","-1.062","-1.6005","-1.159","-1.10625","-0.4155","-0.7675","-2.607","-1.33325","-1.125","-1.36025","-1.12325","-1.57","-0.11575"
"TDRD9","-3.37525","-2.461","-2.65775","-2.5615","-2.7965","-2.9135","-1.87525","-2.3555","-3.07975","-3.36575","-1.42825","-2.798","0.448","-1.894","-2.85125","-3.2615","-3.526","-2.66375","-2.998","-1.83575","-3.398","-0.0595","-2.35975","-3.346","-2.162","-2.8485","-2.19025","-1.3855","-2.92175","-1.9705","0.3245","-1.8435","-3.39325","-1.9175","-1.40725","-3.4895","1.038","-2.117","-2.48225","-1.60875"
"KCNA1","0.260333333333333","0.0978333333333333","-0.2755","0.872","1.07866666666667","1.12566666666667","0.716333333333333","0.825166666666667","0.1764","-0.244833333333333","0.957166666666667","1.1815","0.1968","1.66066666666667","0.2898","0.459333333333333","-1.1146","0.0915","0.00116666666666669","-0.0938333333333333","-0.061","0.462","0.189","-0.101833333333333","-0.0393333333333333","0.283833333333333","1.17316666666667","1.6285","-0.09","0.846666666666667","1.10166666666667","0.659","1.277","-0.0151666666666667","0.447","0.2205","2.01633333333333","0.826","0.2502","1.792"
"C9orf58","-1.08083333333333","1.88933333333333","-1.58333333333333","0.643333333333333","0.349333333333333","1.76816666666667","0.370166666666667","-1.41083333333333","1.868","-0.7075","0.0955","-0.833333333333333","1.45566666666667","0.395833333333333","2.16716666666667","-0.0968333333333333","-0.587333333333333","0.831833333333333","-2.38866666666667","-1.40983333333333","0.569833333333333","0.476666666666667","-0.1945","-0.254333333333333","0.0906666666666667","1.35583333333333","-0.612666666666667","1.29966666666667","-2.31466666666667","1.57583333333333","-0.3075","-0.981166666666667","-0.547833333333333","1.57266666666667","0.5945","-1.75466666666667","0.711666666666667","2.28616666666667","-0.750666666666667","0.512166666666667"
"DUSP11","0.56225","-0.177","0.117","0.70275","0.1685","-0.14025","-0.41025","0.69475","0.21675","-0.3915","0.4695","0.67","0.06075","0.38675","0.1505","0.4825","0.45325","-0.28525","0.31425","0.36675","0.5055","0.1025","-0.17025","0.59475","-0.02375","0.6455","0.6535","0.41375","0.20975","0.437","0.667","0.135","0.381","0.0055","0.5865","-0.358","0.52575","0.7045","0.329","0.2585"
"DYNC1I1","-3.548","0.925375","-1.110375","0.40625","-0.222625","0.498125","-0.12175","-1.0235","-1.336125","-1.481125","-0.10675","-2.15125","-1.584625","-1.514","-2.157875","-1.154","-0.084375","-1.20175","-1.711625","-0.918","0.40625","-0.785","-0.906625","-1.585625","-1.0265","0.74775","-0.911625","0.340125","-0.96325","-0.129375","1.379875","-0.619","-1.012125","-0.327","-0.765","-2.2235","-0.608875","-1.02125","-1.339375","-0.431625"
"C16orf13","0.05425","0.1485","-0.35225","-0.62325","0.035","-0.473875","0.216","-0.240875","0.56325","-0.7465","-0.87425","0.1175","0.01875","-0.159375","-0.292","-0.4425","-0.211875","-0.492625","-1.10325","-0.643875","-0.01425","0.241875","0.445125","-0.41975","0.903125","-0.563875","-0.333625","-1.521625","0.997","-0.76825","-0.7105","0.051875","0.217125","-0.40325","0.33725","-0.0275","-0.926625","0.302875","0.11575","-0.958"
"FLJ40243","-0.19875","0.843","0.433","-0.452","-0.4055","0.15375","0.249","0.37675","0.7245","-0.60025","-0.111","0.82475","0.58775","0.32475","-0.0275","0.11575","0.44375","0.011","0.26675","0.303","0.54275","-0.067","0.32925","1.51175","0.39925","0.867","0.53075","0.27575","-0.1395","-0.1755","0.27375","0.0705","0.2355","0.73975","1.874","0.20625","-0.188","-0.034","-1.27233333333333","-1.10266666666667"
"DIRAS1","-0.761166666666667","1.2445","-1.03116666666667","-0.589333333333333","-0.383333333333333","-0.687666666666667","-0.536833333333333","0.329833333333333","-0.8785","-0.0248333333333333","-0.3655","-0.125833333333333","-0.962666666666666","0.459666666666667","0.654","-0.261666666666667","-0.355833333333333","0.424833333333333","0.428166666666667","-0.003","0.889166666666667","0.7835","0.4185","1.108","0.66","-0.607","-0.920333333333333","0.386166666666667","0.8555","-0.0671666666666667","-0.6455","0.685833333333333","0.556666666666667","-0.540166666666667","-0.699833333333333","-1.2115","-0.0506666666666667","0.473","-0.3035","-0.601833333333333"
"LMTK3","0.9475","-0.224","1.0205","-0.291","0.9395","-0.902","2.0825","0.2175","-0.466","1.078","1.198","-0.1435","0.9235","0.4765","2.1235","0.885","1.7745","-0.6835","-0.5505","0.5165","1.69","0.494","1.737","0.7195","0.4615","1.1745","0.947","-0.356","0.803","-0.4495","-0.7945","0.8375","1.911","-1.211","2.115","0.7695","0.281","-0.1905","0.6145","-1.289"
"MFSD3","-0.6473","0.548","0.9585","-1.5255","-0.0176","-0.3147","-0.0336","-0.3311","1.8701","1.5704","1.5662","0.8296","0.7055","-0.2806","-0.2641","1.5036","-0.4203","-0.0583","-0.0563","0.1492","1.1413","1.2027","0.9202","-0.4644","2.2775","-0.3942","0.0229","-0.744","2.4328","0.3257","0.1548","0.0635","0.8247","-0.6336","-0.5483","0.3953","-0.3215","0.1244","0.1537","-0.8994"
"REXO1L1","1.108","-0.04","0.029","0.642","-0.9415","-0.5015","-0.0995","-0.09","0.207","0.3","-0.173","-0.706","0.363","-0.3105","-0.655","0.486","-0.062","-1.1325","2.353","-0.274","0.1525","-0.247","-0.053","0.3015","-0.2625","-0.7145","0.4895","2.9885","-0.1485","0.3305","-0.167","0.177","-0.729","2.5145","-0.508","-0.3755","1.0445","-0.0895","0.3735","1.585"
"KCNQ3","1.0285","1.397","0.604","0.7635","0.3455","0.626","0.7355","1.0765","0.7965","1.0085","0.7795","0.5495","0.8505","1.517","0.5085","0.5855","1.753","0.494","0.1965","0.9455","0.7365","1.0515","0.7025","0.72","0.7225","0.5465","0.1275","-0.214","0.6305","-0.204","0.6575","0.8815","2.0645","0.308","0.856","0.361","0.27","1.8085","0.507","-0.1215"
"BRE","0.321166666666667","-0.0795","0.590166666666667","0.321166666666667","-0.242166666666667","0.138666666666667","0.2605","-0.187833333333333","0.240666666666667","-0.147666666666667","0.265","-0.0511666666666667","0.207166666666667","-0.1565","0.2645","-0.0635","0.833333333333333","0.141666666666667","-0.000499999999999996","0.340666666666667","-0.0518333333333333","0.369666666666667","0.0543333333333333","0.079","0.492166666666667","0.364666666666667","0.2335","0.0576666666666667","-0.0378333333333333","0.0251666666666667","0.6875","0.470166666666667","0.371","0.350333333333333","0.4495","0.832666666666667","-0.190833333333333","0.578333333333333","0.1235","0.0705"
"PEX14","-0.2015","-0.8175","-0.4485","-0.158","-0.1785","0.725","0.289","0.093","-0.2625","0.3685","-0.0515","0.063","-0.334","0.1425","0.273","0.355","-0.7805","0.0575","-0.9915","-0.155","0.0135","-0.0615","-0.23","-0.8315","-0.359","-0.0255","0.075","0.564","-0.856","-0.364","0.05","0.2145","0.242","0.046","0.073","-0.1895","0.4865","-0.679","-0.3055","0.0885"
"LHFPL2","0.67675","0.80025","0.630125","0.10625","0.76075","0.07875","0.67525","-0.170125","0.72525","-0.52225","1.057125","1.067375","0.236875","1.0555","0.168125","1.044625","-0.3135","0.838125","-0.03375","0.132125","1.495875","0.819875","0.540875","0.734625","0.943875","0.962625","1.074125","0.5595","0.674125","1.075","0.4065","0.10525","0.846375","-0.62325","1.191625","-0.845875","0.67375","-0.03","0.060125","0.34175"
"TUBG1","-0.84625","-1.06275","-0.05425","-2.348","-1.595","-0.67025","-1.03775","-1.82375","-0.11225","-0.67375","-0.483","-1.1445","-0.339","-1.026","-1.26025","-0.17175","-1.4115","-0.2505","-1.29175","-2.02","-0.78925","-1.03525","-0.45075","-1.257","-0.43275","-1.74","-0.8545","-1.90725","-0.67175","-0.96525","-1.8335","-1.10675","-0.61275","-0.94925","-1.471","-0.963","-2.09725","-0.54275","-0.982","-1.0965"
"OGN","-3.157","-3.18525","0.31225","6.483","4.47475","4.571","0.99125","3.5195","1.45675","-2.2205","1.834","2.025","1.821","1.97625","-0.783","1.6615","2.24475","3.259","2.29025","3.8565","-1.3955","0.6575","1.21975","-3.39925","-0.3765","3.72725","1.72025","3.54075","1.0785","2.0755","3.70425","2.704","2.792","3.0675","1.58425","5.50925","3.44475","1.00425","2.98175","5.496"
"HTR2B","-0.27725","0.51425","3.95475","4.11675","3.766","2.68675","2.244","3.86575","1.99675","0.45875","3.4385","3.9955","2.4465","3.25425","0.6045","3.303","2.531","3.53575","2.19625","4.788","1.453","2.722","2.598","0.482","2.07675","3.46675","3.19275","1.209","2.578","0.77825","4.17","2.34175","3.36475","2.705","3.39175","0.855","1.4775","3.5655","1.9995","3.40725"
"C9orf167","-2.98483333333333","-1.2795","-2.0485","-2.47966666666667","-1.691","-1.24966666666667","-1.11733333333333","-2.0595","-2.64416666666667","-2.2925","-1.51566666666667","-0.641","-2.46733333333333","-1.24133333333333","-2.37966666666667","-1.92333333333333","-1.73333333333333","-1.49366666666667","-2.756","-2.04233333333333","-2.42333333333333","-1.91433333333333","-1.1725","-1.79483333333333","-1.32","-1.20366666666667","-1.40783333333333","-1.79116666666667","-2.37616666666667","-2.64533333333333","-1.46266666666667","-1.38583333333333","-1.26916666666667","-1.024","-1.82716666666667","-2.17783333333333","-2.65683333333333","-1.09516666666667","-1.49566666666667","-1.5255"
"SEPT6","-1.1859","-0.7068","-1.1959","-0.8909","-0.9613","-1.3538","0.1485","-1.1514","-1.0894","-2.0233","-0.8134","0.3185","-0.6106","-0.0807999999999999","0.1843","-1.0245","-1.4365","-1.1142","-1.5999","-0.8407","-0.2766","-0.474","-1.1565","-0.4194","-1.1603","0.0381","0.6051","-1.1023","-1.2342","-0.6603","-0.3445","-0.4429","-0.7266","-1.5747","-0.6877","-1.0914","-1.2666","-0.8921","-0.8694","-1.1271"
"HEY2","0.5745","0.8182","-0.1887","3.0132","1.6537","0.7211","1.9555","0.279","-0.4426","0.2127","0.9696","0.9591","2.4396","1.028","-1.365","0.1901","0.0545","-0.0751","-0.7608","0.2986","1.2592","0.8802","-0.6757","0.2011","0.5165","1.2907","-0.6876","1.4441","-0.6502","1.1982","0.834","0.6746","-0.1377","0.9772","0.1871","-0.3653","1.7912","0.5413","0.394666666666667","1.8594"
"TSFM","0.00175","0.0925","-0.33575","-0.78225","-0.00825","-0.33575","-0.2015","0.06575","0.05025","0.164","0.5965","-0.33575","-0.29","-0.351","0.636","-0.22675","-0.5595","0.41575","-0.2245","0.201","-0.6225","-0.16325","-0.19025","0.878","-0.64725","-0.9065","-0.04075","-0.27825","0.0715","-0.63875","-0.247","-0.424","0.0385","-0.649","-0.50025","-0.4875","-0.415","-0.7975","0.1775","-0.682"
"FLJ40142","0.2595","-2.31075","-0.321","-1.262","-0.44975","-1.64175","-0.183","-0.126","-0.71625","1.3515","-0.413","0.09","-1.36025","-1.24875","-1.34325","-0.933","-1.19625","-0.4335","-0.0415","0.01375","-1.81775","-0.6745","-1.321","-0.59425","-0.45175","-0.946","-0.836","0.17225","-0.801","-0.1465","-0.75925","0.4685","0.36425","-1.449","-1.425","-0.25675","-0.10525","-0.81075","-0.3575","-0.8445"
"DENND4C","0.8015","-0.3805","-0.48175","0.633","0.53825","1.0265","0.9615","0.20375","1.36575","0.756","0.624","0.49875","0.718","-0.05725","0.8475","0.393","0.62475","0.561","0.45025","1.045","1.06275","0.3815","-0.01725","-0.11175","-0.01575","0.918","0.6625","1.126","0.97075","0.84775","0.36675","0.84875","0.489","0.48025","-0.16075","0.57025","0.88525","-1.024","0.4625","0.49075"
"ZNF770","0.769","-0.186625","-0.15975","0.336","0.03225","0.224","-0.44875","0.4855","-0.24025","0.44025","-0.094","-0.33675","-0.509625","0.820625","0.077875","0.236625","0.61025","-0.02625","-0.446875","-0.00937500000000001","0.173","0.0945","-0.195375","-0.00674999999999999","0.206125","0.771625","0.673375","-0.3545","0.392125","0.390125","-0.203","-0.256375","-0.066375","0.331125","1.406375","0.8355","0.4025","-0.1795","0.541625","0.05075"
"MTERF","-0.0945","0.184","0.15875","-0.38775","-0.441","-0.88375","-0.4285","-0.03575","-0.65525","0.1755","0.06475","0.10775","-0.63825","0.000750000000000004","-0.4745","0.652","-0.615","-0.007","1.0085","-0.06375","-0.95","-0.6475","-0.5345","-0.5825","-0.965","-0.17875","-0.32725","0.20875","-0.01175","0.34","0.157","-0.446","-0.56775","-0.7145","0.1795","-1.1455","0.054","-0.72525","-0.621","-0.63575"
"SOCS6","0.78675","0.67325","0.5","1.2","1.09225","-0.1165","0.64175","0.93075","1.65425","0.69475","1.2295","1.478","0.90725","0.96025","0.66125","1.03725","1.10275","1.5225","1.708","1.91825","0.597","0.0915","0.82825","1.6785","1.13775","0.36275","2.48025","1.363","1.43775","0.749","1.40025","1.54175","2.107","-0.4625","1.37325","0.85575","0.969","-0.39125","1.5475","0.1465"
"SFTPD","2.73875","-0.14025","-0.377","1.333","2.31275","3.19725","1.06075","3.377","0.88725","2.36075","2.36375","1.307","2.23225","2.06025","0.3145","1.2055","2.15275","0.99625","1.18125","1.697","1.19725","2.2705","-0.638","1.248","1.847","1.4695","2.00475","1.73825","1.2295","2.841","2.61125","0.6815","2.116","2.0635","-0.22","0.18775","1.70875","2.69","0.96425","1.43925"
"N4BP1","-0.331125","0.33075","0.044125","0.303875","0.426375","0.74275","-0.03075","-0.4435","-0.72175","-0.203375","0.2885","1.064","0.28","0.70675","0.057125","0.728125","0.0595","-0.256125","0.368","0.67275","0.09775","0.452875","0.145375","0.876125","-0.263875","0.530125","1.038625","0.00387500000000002","-0.059375","0.011125","-0.012875","1.9565","0.383375","0.562625","0.885875","0.132","-0.117375","0.230375","-0.622875","0.29325"
"FLJ10404","0.0346875","0.00399999999999998","-0.7983125","-1.0535","-0.5603125","-0.0653749999999999","0.4421875","-1.288875","-0.099","-0.5895","-0.542875","-0.1816875","-0.3032","-0.259375","-0.3978125","-1.0813125","-0.987375","-0.3798125","-1.3528125","-1.40475","-0.5450625","-0.1855625","0.024125","-1.63493333333333","-0.1086875","-0.33025","-0.457","-0.1788125","0.035375","0.5900625","-0.341125","-0.4343125","-0.4058125","0.85475","-0.33475","0.33","-0.587866666666667","-0.3308125","-0.580466666666667","-0.135375"
"NR4A1","-0.118166666666667","-0.860833333333333","-0.146","2.97833333333333","0.26","0.782166666666667","0.2265","-0.187166666666667","-0.185666666666667","-0.361166666666667","-0.0888333333333333","-0.445166666666667","-0.506833333333333","-0.162333333333333","0.267666666666667","1.36866666666667","-0.173833333333333","-0.1755","-1.05216666666667","-0.026","1.13233333333333","-0.466","0.149333333333333","-0.576","-0.470666666666667","1.34483333333333","0.957833333333333","1.48583333333333","0.0981666666666667","0.2535","-0.203","-0.213166666666667","-0.655833333333333","1.56466666666667","-0.513666666666667","-0.592333333333333","0.922166666666667","-0.408833333333333","-1.18833333333333","2.515"
"MRGPRD","0.088","0.234","0.4375","1.094","0.275","0.388","0.3755","0.4845","-0.013","-0.1975","0.1725","-0.9375","0.557","0.001","-0.435","0.523","-0.5315","-0.2375","0.565","-0.2835","0.2955","-0.287","0.311","0.1265","0.0265","0.336","0.298","-0.0835","-0.1015","0.5085","0.144","0.0545","0.118","0.133","-0.1085","-0.0790000000000001","1.5875","0.083","-1.289","-0.0975"
"ANKRD9","-2.11875","-0.34825","-0.73275","-2.06325","0.20425","0.6035","0.019","-1.06875","-1.064","-0.901","-0.9465","-2.06625","-0.567","-0.6715","-0.08375","-1.82875","-0.31025","-1.0475","-2.53325","-2.36125","-0.99625","-1.32875","-0.03675","-1.043","-0.6335","-1.05325","-1.46225","-1.349","-0.604","-0.65275","-1.43025","-1.8335","-0.90125","-0.23825","0.5115","0.929","-1.76225","0.0895","-0.79025","-1.35225"
"CD164","0.983625","0.74175","1.5865","0.826875","1.191875","1.803125","0.4595","1.0885","0.92775","-0.32625","0.604375","1.23","0.407","0.828875","-0.819125","0.400875","1.185875","1.345","0.696875","0.978125","-0.07925","0.6295","1.0645","0.6485","0.61625","1.234125","0.829625","0.915625","0.296625","0.701625","1.290125","0.829375","1.087625","0.7235","1.777625","1.17325","1.371875","0.992","1.074","0.892625"
"TMTC2","0.98825","0.43225","0.128","1.91275","3.07825","1.073","1.4845","2.11225","1.42875","3.276","1.9835","0.5195","2.277","1.45775","2.32025","1.5215","1.574","2.55525","2.7155","2.72625","0.4225","2.26","0.51375","2.91925","1.21625","2.01875","2.26825","2.4045","2.563","1.32375","2.8005","1.494","2.327","0.25925","3.4075","1.202","3.6355","-0.17075","3.4825","1.8155"
"AXIN1","0.792125","-0.310875","-0.61325","-1.279125","-0.553","-0.737875","0.234","-0.15725","0.146","-1.198875","-0.0625","-0.35025","0.102","0.099375","-0.53225","-0.407125","-0.54475","-0.32275","-1.255625","-0.861125","-0.111375","-0.2405","0.312875","-0.280375","0.557625","-0.476375","-0.684625","-0.477375","0.263125","0.0755","-0.5275","0.019875","0.453875","-0.642875","0.2855","0.328875","-1.129625","0.20475","-0.202125","-0.440125"
"UBE2A","0.37625","0.88525","0.612375","0.433","0.25325","0.3355","0.96175","0.250875","0.389375","-0.032625","0.026875","0.00299999999999999","0.2155","0.822875","1.615875","0.426375","0.15425","0.83375","1.262625","0.738625","0.83575","0.22725","0.182875","1.94425","-0.05875","-0.01625","0.096125","-0.508625","0.743625","-0.7055","0.171625","0.17475","0.2135","-0.27975","1.47675","0.502625","-0.0945","0.1965","-0.235625","-0.067625"
"EIF4E3","2.412375","1.167","0.766375","1.738125","1.0375","3.366875","1.514875","2.161625","0.3405","1.669125","1.628125","1.999875","1.711875","1.6465","1.914625","1.185125","1.961625","0.893125","2.056","2.131875","1.1475","1.237375","1.89625","2.09325","1.0545","1.636375","1.749375","1.047","1.8885","0.596875","2.054625","1.30775","0.998125","3.15575","1.641125","1.78025","2.4825","1.502875","1.83075","1.412375"
"WWP2","-0.254083333333333","0.464083333333333","-0.210083333333333","-0.434","0.287333333333333","0.915666666666667","0.760083333333334","-0.5285","-0.405583333333333","-0.919166666666667","0.730416666666667","0.3945","0.956833333333333","0.0844166666666666","0.190666666666667","-0.202666666666667","0.280416666666667","0.327666666666667","0.0065","-0.684833333333333","0.0666666666666667","0.453","0.285833333333333","0.33575","-0.1865","0.303333333333333","0.169333333333333","0.292916666666667","-0.381083333333333","0.717083333333333","0.272166666666667","-0.06575","0.379083333333333","0.299272727272727","0.243666666666667","-0.308","-0.05675","1.18075","-0.486833333333333","0.589416666666667"
"CHMP6","0.286333333333333","1.29983333333333","-0.746166666666667","-0.385","0.35","0.628666666666667","0.322833333333333","0.1805","0.244333333333333","1.20233333333333","0.143833333333333","0.452666666666667","0.469","0.0651666666666667","-0.110166666666667","1.01366666666667","-0.346333333333333","0.4925","-1.06133333333333","-0.555166666666667","0.235","0.5605","0.59","-0.277","0.629","0.2425","0.278333333333333","-0.0778333333333333","1.02933333333333","0.532333333333333","-0.0848333333333333","0.9005","0.743166666666667","0.377","-0.0645","0.0158333333333333","-0.487333333333333","0.643333333333333","0.183166666666667","-0.296833333333333"
"ZNF658B","1.4105","1.12583333333333","0.544166666666667","2.01533333333333","1.53533333333333","1.56416666666667","-0.927","1.1985","-0.403333333333333","1.49533333333333","0.5415","0.766333333333333","0.256166666666667","0.7505","-0.989333333333333","0.203333333333333","1.6605","0.0145","1.33266666666667","1.72483333333333","-0.392333333333333","0.545166666666667","0.857666666666667","0.437333333333333","0.215833333333333","0.939666666666667","0.267166666666667","1.193","-0.103333333333333","0.696666666666667","0.837666666666667","0.2185","0.885833333333333","1.28816666666667","0.580666666666667","1.23566666666667","1.1905","0.8335","0.741833333333333","0.696333333333333"
"HINT3","1.176","1.52275","1.149","-0.28825","0.51275","0.142","-0.18025","0.4005","-0.22925","-0.73025","-0.0925","0.49275","0.1915","0.753","-0.31575","-0.18675","2.14475","-0.03875","0.80775","0.75275","0.32","-0.14875","0.27125","1.135","-0.01575","-0.5115","-0.05425","-1.04175","-0.68675","-0.811","-0.005","-0.5865","-0.1155","0.21125","2.26925","-0.38425","-0.118","0.838","0.1705","-0.2065"
"GATA4","0.516833333333333","-1.33533333333333","-2.1375","-2.26333333333333","-2.21016666666667","-2.15483333333333","-2.05633333333333","-1.90733333333333","-2.0495","-1.254","-2.064","0.750666666666667","-1.76233333333333","-1.906","-1.37","-1.90666666666667","-2.05383333333333","-1.97","-0.734666666666667","-1.57283333333333","-2.12683333333333","-0.264166666666667","-1.9675","-1.8895","-1.3025","-2.12233333333333","-0.891333333333333","-0.1045","-1.67883333333333","-2.00083333333333","-1.78066666666667","-1.796","-2.27016666666667","-0.974666666666667","-2.047","-2.0905","-2.17083333333333","-1.83216666666667","-1.6345","-0.727166666666667"
"SLC26A5","0.6695","0.206","0.668","0.1685","1.047","0.533","0.886","1.7875","0.5545","0.643","0.3935","0.5755","0.544","0.6805","0.549","0.453","0.549","0.7775","0.448","0.305","0.703","0.3045","0.667","0.3805","0.4785","0.8765","0.337","1.8065","0.49","0.833","0.7905","0.3735","0.285","0.61","0.3735","1.5865","1.253","0.229","0.309","1.2"
"PIK3R1","0.926714285714286","1.20364285714286","2.64835714285714","2.67935714285714","1.04307142857143","2.59671428571429","0.5485","1.3175","1.29507692307692","-0.479","2.48621428571429","1.15907142857143","1.62342857142857","2.46721428571429","0.805142857142857","0.144571428571429","0.999571428571429","1.16928571428571","1.58164285714286","1.38821428571429","1.8505","2.29114285714286","2.8435","2.25671428571429","1.17821428571429","2.72907142857143","2.16714285714286","3.07864285714286","2.05892857142857","3.33071428571429","1.94928571428571","1.43378571428571","0.790928571428571","2.81057142857143","2.15021428571429","2.509","2.86292857142857","0.106428571428571","0.744285714285714","2.2295"
"IFI6","2.48316666666667","0.117166666666667","3.329","0.2135","2.74883333333333","0.395833333333333","1.716","0.855833333333333","1.262","2.98883333333333","1.72366666666667","2.9325","0.0176666666666667","1.36533333333333","3.18733333333333","1.28933333333333","1.7525","0.057","2.159","-0.729833333333333","0.821833333333334","4.05","3.26966666666667","-1.11816666666667","2.1805","2.17733333333333","2.96683333333333","-0.428333333333333","1.209","-0.3075","2.09266666666667","0.325666666666667","3.3505","0.901","1.503","4.112","-0.499833333333333","1.77783333333333","0.998333333333333","2.12216666666667"
"CNTN6","0.08775","0.63775","0.23175","-0.18925","0.94575","1.4375","-0.13375","0.69675","0.46925","-0.42075","0.4895","-0.6195","-0.0555","3.29","0.3635","0.23425","0.523","-0.25775","0.696","0.40125","1.5105","0.2915","0.205","0.37925","-0.048","0.381","0.025","2.00975","-0.17175","1.11725","0.74375","0.59025","-0.26725","0.9945","3.4255","-0.247","0.2","-0.1425","0.9815","1.16425"
"MORF4L2","2.287375","-0.544625","2.843875","0.29975","0.094375","-0.602125","-0.34125","0.083375","0.220125","0.98325","0.29175","-0.441375","0.12525","0.0385","0.058375","1.882","0.7355","-0.0605","0.7595","0.336125","-0.053375","-0.118","-0.22575","0.1935","-0.2555","-0.089125","-0.1575","-0.1845","0.667","-0.612625","0.318125","0.274125","-0.054","-1.076625","0.050375","0.137875","-0.03625","0.751125","-0.063875","0.096625"
